Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
99333,0,0.0591,60,1,0.7418,853.33,15,0,1,0,2.0
99334,0,0.258,75,0,1.3942,2733.79,10,0,1,0,0.0
99335,0,0.1982,40,0,0.2899,2209.2,7,0,2,0,0.0
99336,0,0.4914,70,1,0.2157,5348.68,7,0,0,0,1.0
99337,0,0.1635,54,1,0.1471,3164.22,7,0,1,0,0.0
99338,0,0.3139,37,0,0.1068,,5,1,0,0,2.0
99339,0,0.2675,73,0,0.1633,5374.95,8,0,2,0,0.0
99340,0,0.2159,36,0,0.2756,1959.01,11,0,2,1,1.0
99341,0,0.1092,61,1,2.136,4027.86,16,0,1,0,2.0
99342,0,0.0995,35,1,3.0,1765.14,6,0,0,1,2.0
99343,1,0.6963,21,0,0.0706,,6,0,0,0,1.0
99344,0,0.1981,78,0,0.1243,2613.46,9,0,1,0,0.0
99345,0,0.0196,25,0,0.3178,2323.89,7,0,1,0,0.0
99346,1,0.1868,63,1,0.8684,6261.75,5,0,1,0,1.0
99347,0,0.299,47,0,0.2272,342.76,7,0,4,0,0.0
99348,0,0.4224,65,1,0.139,3515.58,6,0,2,0,
99349,0,0.4984,37,0,0.0532,,5,0,1,0,0.0
99350,0,0.1103,25,0,1.6344,5593.45,9,0,1,0,0.0
99351,1,0.1514,22,0,0.7115,6483.0,11,0,2,0,1.0
99352,0,0.1741,58,1,0.4609,1888.77,6,0,1,0,1.0
99353,0,0.1972,51,0,0.0681,3854.09,5,0,0,0,0.0
99354,0,0.3107,57,0,0.0277,,8,0,2,1,0.0
99355,0,0.2399,24,0,0.3076,,12,0,0,0,1.0
99356,1,0.0896,67,2,1.2878,1762.1,7,1,0,0,1.0
99357,0,0.1038,70,0,0.0518,3502.5,3,0,0,0,1.0
99358,0,0.4894,39,0,3.0,4713.89,5,0,0,1,0.0
99359,0,0.1706,26,0,0.0532,1709.2,4,0,1,0,1.0
99360,0,0.3399,28,0,0.1373,1351.3,9,0,1,0,0.0
99361,0,0.1307,29,1,0.2022,3910.53,14,0,2,1,1.0
99362,1,0.2076,25,0,0.3881,1829.44,5,0,1,0,2.0
99363,0,0.2284,49,1,0.034,1441.3,6,0,1,0,0.0
99364,0,0.247,72,2,0.2295,1858.26,11,0,1,0,0.0
99365,0,0.3118,76,0,0.4805,7575.35,8,0,0,0,0.0
99366,0,0.3411,34,1,0.3601,6840.59,6,0,0,0,2.0
99367,0,0.1481,43,0,0.2711,5968.55,7,0,1,0,0.0
99368,0,0.6832,68,1,0.1385,9121.56,10,1,2,0,1.0
99369,0,0.2585,50,0,0.1976,3729.26,7,0,0,0,2.0
99370,0,0.0287,43,0,0.4469,3404.7,8,0,2,0,2.0
99371,0,0.4492,39,1,0.07,,7,0,1,0,1.0
99372,0,0.2192,20,1,2.6414,2581.8,10,0,1,0,0.0
99373,0,0.3649,48,0,1.6455,4457.69,7,0,0,0,0.0
99374,0,0.2277,31,0,0.5212,,6,0,0,0,0.0
99375,0,0.0603,35,0,0.7639,1835.45,7,0,0,0,1.0
99376,0,0.043,78,2,0.0192,4750.76,10,0,1,0,
99377,0,0.3256,75,0,0.1516,2495.63,5,0,3,0,1.0
99378,0,0.4483,51,0,0.0774,3359.63,13,0,0,0,1.0
99379,0,0.3647,57,1,1.9285,4225.16,10,0,0,0,2.0
99380,0,0.5972,34,0,0.876,709.92,10,0,0,0,1.0
99381,0,0.1895,58,1,0.1234,4864.62,4,0,1,0,0.0
99382,0,0.099,29,1,0.1782,1570.51,6,0,3,0,3.0
99383,1,0.5398,56,0,0.1069,3504.77,4,1,2,0,0.0
99384,0,0.3925,50,0,0.2143,2401.49,6,0,2,0,1.0
99385,0,0.3656,49,1,1.199,,12,0,0,0,0.0
99386,0,0.3261,38,0,0.1019,,8,0,0,0,0.0
99387,0,0.3297,70,0,0.1382,1245.71,8,0,0,0,1.0
99388,0,0.1712,31,1,0.035,4022.58,8,0,1,0,1.0
99389,1,0.4969,19,0,0.2716,,16,0,2,0,0.0
99390,0,0.1979,66,0,0.5435,737.1,5,1,1,0,0.0
99391,0,0.2226,24,1,0.2448,,6,0,3,1,1.0
99392,0,0.1279,32,0,0.3985,4030.87,8,0,2,0,0.0
99393,0,0.4591,48,0,0.3382,1465.58,10,0,1,0,1.0
99394,1,0.3099,45,1,0.3464,,11,1,0,0,0.0
99395,0,0.5432,58,2,0.144,3018.36,10,0,1,1,2.0
99396,0,0.1192,25,1,0.4066,9230.21,11,0,2,0,2.0
99397,0,0.2585,24,0,0.0523,1201.34,8,0,1,0,1.0
99398,0,0.5505,53,0,0.0936,9565.95,10,0,2,0,0.0
99399,0,0.1547,27,0,0.307,,5,1,0,0,2.0
99400,0,0.1045,56,1,0.0098,5493.99,12,1,0,0,2.0
99401,0,0.1554,64,0,0.5007,3163.9,3,0,3,0,0.0
99402,0,0.3035,79,0,0.6101,2995.81,9,0,1,0,0.0
99403,1,0.1835,47,0,1.7471,1382.29,8,0,1,1,3.0
99404,0,0.0925,62,0,3.0,8117.94,6,0,0,1,1.0
99405,0,0.2692,57,0,0.5035,927.74,8,1,0,0,1.0
99406,0,0.0091,58,0,2.6131,1645.75,12,0,2,0,1.0
99407,0,0.0887,58,0,0.1343,3936.3,7,0,1,1,0.0
99408,0,0.5016,22,0,1.3919,12095.91,5,0,0,0,0.0
99409,0,0.5,38,0,2.4037,,10,0,3,0,
99410,0,0.2569,23,0,0.978,6992.21,4,0,2,0,
99411,0,0.4616,79,0,0.2399,3517.81,5,0,2,0,
99412,0,0.2903,33,0,0.0859,2807.92,6,0,2,0,1.0
99413,1,0.2057,33,1,0.5802,7891.2,11,0,0,0,1.0
99414,0,0.3042,41,0,0.3616,1640.31,6,1,3,0,1.0
99415,0,0.36,63,1,0.2172,828.48,4,0,0,0,2.0
99416,0,0.5316,36,1,0.5694,4006.16,7,0,1,0,1.0
99417,0,0.1258,36,0,1.8899,7514.23,2,0,1,0,1.0
99418,0,0.0928,65,0,2.4263,4435.12,8,0,2,0,1.0
99419,0,0.127,76,1,0.0426,2897.06,7,0,1,0,2.0
99420,0,0.2397,54,0,1.1654,1399.56,8,0,1,0,0.0
99421,0,0.4458,76,0,1.1758,,4,0,1,0,0.0
99422,0,0.3294,50,0,0.3567,3670.17,8,0,0,0,0.0
99423,0,0.548,22,0,0.3564,9486.11,12,0,3,0,3.0
99424,0,0.5099,26,1,3.0,3217.39,8,0,0,0,0.0
99425,0,0.1056,38,0,0.4894,474.96,9,0,1,0,
99426,1,0.0936,24,0,0.8373,1660.83,8,2,0,1,1.0
99427,0,0.4674,59,1,0.3767,,9,0,2,0,1.0
99428,1,0.3009,42,0,0.9201,,12,1,1,0,0.0
99429,0,0.2072,73,0,0.1973,1933.15,5,0,0,0,2.0
99430,0,0.2353,64,0,0.0645,,11,0,0,0,0.0
99431,0,0.2218,38,0,0.3811,3066.3,10,0,1,0,2.0
99432,0,0.2016,61,0,0.1863,3043.13,5,0,0,0,1.0
99433,0,0.1986,30,0,0.126,2109.88,11,0,1,0,0.0
99434,0,0.3265,67,0,0.1373,2441.67,8,0,0,1,0.0
99435,0,0.3583,38,0,0.3731,4035.93,13,0,0,0,1.0
99436,0,0.0884,27,1,0.0578,,6,0,1,0,0.0
99437,0,0.3345,41,0,0.1008,888.82,5,0,1,0,0.0
99438,0,0.3167,44,0,0.4401,3268.18,11,0,2,0,1.0
99439,0,0.1,50,1,0.3057,2579.58,12,0,2,0,1.0
99440,0,0.2362,43,1,0.327,3741.95,7,1,0,0,3.0
99441,0,0.0363,53,0,0.6335,7164.14,6,0,2,1,1.0
99442,0,0.284,34,0,0.5355,,9,0,2,0,1.0
99443,0,0.4225,38,0,0.223,7710.7,7,0,3,1,0.0
99444,0,0.0809,62,0,0.4671,9928.98,13,0,1,0,2.0
99445,0,0.1208,19,1,0.1212,3650.53,8,0,1,1,1.0
99446,0,0.3,32,1,0.0951,3669.38,8,0,2,1,1.0
99447,0,0.5507,61,0,0.2812,4091.38,5,0,0,0,0.0
99448,0,0.0961,19,0,1.1035,1651.27,9,0,2,0,0.0
99449,0,0.3717,24,0,0.0328,1867.88,5,0,4,0,0.0
99450,0,0.5077,53,1,0.2566,2538.51,9,0,0,0,0.0
99451,0,0.4849,63,0,0.3579,,3,0,3,0,0.0
99452,0,0.0062,67,1,0.2523,748.48,7,0,0,0,0.0
99453,0,0.2749,60,0,0.4413,1908.61,9,0,0,0,0.0
99454,0,0.2794,49,0,0.75,1692.84,11,0,1,0,0.0
99455,0,0.0302,20,2,0.1774,4720.37,6,1,0,1,0.0
99456,0,0.4098,20,0,0.2905,,4,0,0,0,0.0
99457,0,0.3267,67,1,1.6251,2853.46,6,0,0,0,2.0
99458,0,0.5541,72,2,0.1699,3769.74,11,0,0,0,0.0
99459,0,0.5324,50,0,0.1992,,6,0,0,0,0.0
99460,0,0.3366,62,0,0.4494,5507.27,9,0,0,0,0.0
99461,1,0.4729,42,0,1.5226,2178.43,8,0,1,0,0.0
99462,0,0.274,54,0,2.0857,,7,1,2,0,0.0
99463,0,0.2744,53,1,0.1186,2541.79,4,0,2,0,1.0
99464,0,0.5394,52,2,0.0585,1615.47,5,0,2,0,1.0
99465,0,0.274,36,0,0.4993,,7,0,1,0,2.0
99466,0,0.1578,62,0,0.5593,1046.23,6,0,0,0,1.0
99467,0,0.1627,65,0,0.0981,3269.24,5,1,2,0,2.0
99468,1,0.2197,36,0,0.8635,2560.97,13,0,2,1,0.0
99469,0,0.415,50,0,0.1481,1754.09,5,0,0,0,1.0
99470,0,0.3827,35,0,1.131,5337.3,7,0,3,0,
99471,0,0.1097,44,1,1.0068,4270.24,9,0,2,0,0.0
99472,0,0.2196,47,0,0.1836,5514.07,13,1,0,0,0.0
99473,0,0.3494,48,1,0.0147,3141.04,12,0,1,0,1.0
99474,1,0.2973,56,1,2.3148,1741.9,5,0,2,0,
99475,0,0.1351,20,0,0.3911,1831.13,8,0,1,0,0.0
99476,0,0.1153,39,0,0.0081,,11,0,1,0,1.0
99477,1,0.5313,69,0,0.3768,1236.54,9,0,1,0,1.0
99478,0,0.35,27,1,0.2554,2241.75,8,0,0,1,1.0
99479,0,0.5364,70,0,0.3431,3698.1,12,0,1,0,0.0
99480,0,0.3276,25,0,0.2247,1684.71,4,0,1,0,0.0
99481,0,0.0991,51,0,0.1592,,8,1,0,0,4.0
99482,0,0.369,59,0,3.0,1429.62,3,0,0,0,0.0
99483,1,0.487,70,1,1.8432,2101.08,7,0,0,1,1.0
99484,0,0.4575,35,0,0.5586,10544.13,6,0,1,0,0.0
99485,0,0.1859,29,1,0.344,1136.2,7,0,1,0,2.0
99486,0,0.4298,63,0,0.1516,5302.76,9,0,2,0,1.0
99487,0,0.2581,74,0,0.137,3265.54,10,0,0,0,0.0
99488,0,0.283,49,2,0.4099,,2,0,1,0,0.0
99489,0,0.3828,19,1,1.0517,1149.84,4,0,0,0,1.0
99490,0,0.0621,34,0,0.2789,1905.83,9,0,1,0,0.0
99491,0,0.027,69,0,0.1693,1654.13,7,0,0,0,0.0
99492,0,0.5942,29,2,0.1428,,9,0,0,0,1.0
99493,1,0.2491,24,0,0.0878,2944.93,11,0,2,0,2.0
99494,0,0.106,32,1,0.8284,12098.51,11,0,1,0,0.0
99495,0,0.2196,19,0,0.095,2006.83,12,0,0,0,2.0
99496,0,0.3502,44,0,0.5046,1360.15,10,0,2,0,3.0
99497,0,0.3219,43,0,1.0582,909.95,8,0,0,0,0.0
99498,0,0.0896,42,1,0.1495,,4,0,2,0,1.0
99499,0,0.1346,29,1,0.4745,878.27,6,0,1,1,5.0
99500,0,0.3297,34,0,0.0336,1872.73,3,0,0,1,0.0
99501,0,0.2047,18,0,2.0093,980.7,6,0,1,0,1.0
99502,0,0.5382,48,0,1.6528,995.44,13,0,0,1,0.0
99503,0,0.3896,57,0,0.1035,4239.97,3,0,2,0,1.0
99504,0,0.1908,22,0,0.0715,3176.93,5,0,2,1,0.0
99505,0,0.2523,45,1,0.0851,,8,0,1,0,0.0
99506,0,0.3355,45,0,0.2817,3300.78,6,0,1,0,1.0
99507,0,0.418,74,0,0.1229,2061.38,6,0,1,0,1.0
99508,0,0.5292,25,0,0.2972,3980.92,11,0,1,0,0.0
99509,0,0.2509,71,0,1.2963,1867.57,7,0,2,0,3.0
99510,0,0.5145,69,0,0.4125,,10,0,0,0,0.0
99511,0,0.1651,31,0,1.4409,3025.95,12,0,0,1,1.0
99512,0,0.0635,23,0,0.4106,5388.66,7,0,3,0,0.0
99513,0,0.2645,35,0,0.1767,1607.99,8,0,1,0,1.0
99514,0,0.2562,54,0,0.7661,1283.84,8,0,2,0,0.0
99515,0,0.4303,27,0,0.8261,,9,0,1,0,1.0
99516,0,0.3609,64,1,2.8497,3634.26,8,0,1,0,1.0
99517,0,0.2384,52,1,0.1511,2391.01,13,0,1,0,1.0
99518,0,0.0617,52,0,3.0,3012.08,13,0,1,0,0.0
99519,0,0.088,79,0,0.2293,9352.96,14,0,0,0,0.0
99520,1,0.2973,34,2,3.0,,8,0,1,0,0.0
99521,0,0.0387,63,1,0.9222,,9,0,0,0,
99522,0,0.223,44,0,0.2642,,4,0,0,0,0.0
99523,0,0.1454,41,0,0.0148,5944.22,9,0,2,1,1.0
99524,0,0.5321,27,0,0.4527,874.63,7,0,0,0,0.0
99525,0,0.1209,68,0,0.2107,1967.92,6,0,0,0,0.0
99526,0,0.1688,65,1,0.0993,,10,0,0,0,0.0
99527,0,0.4285,34,0,0.2717,1960.33,13,0,1,0,2.0
99528,0,0.4245,69,1,0.0091,3993.82,6,0,2,0,1.0
99529,0,0.1234,62,0,0.0692,6504.36,9,0,0,0,1.0
99530,0,0.4463,50,1,0.4342,,5,0,0,0,2.0
99531,0,0.2366,50,1,0.2926,835.31,8,0,1,0,0.0
99532,1,0.2802,34,1,0.5261,1425.97,13,0,0,0,0.0
99533,0,0.2687,35,0,0.1876,,9,0,1,0,0.0
99534,0,0.251,77,0,0.3791,4290.86,12,0,2,0,0.0
99535,0,0.1812,66,0,0.4237,7017.92,6,0,1,0,2.0
99536,0,0.3376,61,0,0.719,1466.7,5,0,2,0,
99537,0,0.226,55,0,0.542,1881.18,6,0,0,0,
99538,0,0.1684,24,0,0.0443,7156.32,10,0,1,1,
99539,0,0.2287,66,0,0.6475,5358.01,14,0,1,0,0.0
99540,0,0.1508,43,0,0.5892,,8,1,3,0,0.0
99541,0,0.315,65,1,0.4009,14880.79,15,0,2,0,0.0
99542,1,0.4297,18,2,0.7363,3362.66,6,1,1,0,0.0
99543,0,0.1075,79,1,0.8615,2296.94,6,0,0,0,2.0
99544,0,0.1659,28,0,0.0573,822.81,6,0,1,0,0.0
99545,1,0.451,27,0,1.0168,335.46,8,0,1,0,2.0
99546,0,0.0564,48,1,0.0618,9100.66,8,0,1,0,0.0
99547,0,0.2834,42,0,0.7461,894.62,6,0,1,0,1.0
99548,1,0.2824,74,0,3.0,2321.92,11,0,2,0,0.0
99549,0,0.382,18,1,0.2063,1498.76,10,0,1,1,1.0
99550,0,0.3105,60,0,0.1454,576.1,7,0,0,0,1.0
99551,1,0.0522,73,0,1.4829,,5,0,1,0,0.0
99552,1,0.2569,20,1,0.5487,,10,0,2,1,1.0
99553,1,0.2653,72,1,1.0272,,6,0,3,0,0.0
99554,0,0.2359,65,1,0.1207,2114.85,11,0,3,0,1.0
99555,1,0.2145,18,0,1.1678,,7,0,3,0,2.0
99556,0,0.1327,24,0,0.2225,1521.41,8,0,0,0,0.0
99557,0,0.0381,60,0,0.6454,7515.22,8,0,0,0,0.0
99558,0,0.1076,66,0,0.0284,2325.26,5,0,0,0,0.0
99559,0,0.4498,68,0,0.3223,982.82,2,0,1,0,0.0
99560,0,0.327,77,0,0.1092,2942.38,7,1,0,1,0.0
99561,0,0.3301,31,0,0.2597,4515.34,11,0,3,0,0.0
99562,0,0.4435,40,0,0.4489,,10,0,0,0,1.0
99563,0,0.5807,65,0,0.2178,6199.8,7,0,0,0,0.0
99564,0,0.1428,34,2,0.4245,,5,0,1,1,0.0
99565,1,0.2559,31,1,0.2505,1915.22,7,0,0,0,0.0
99566,0,0.2878,26,1,2.1906,964.74,5,0,0,0,2.0
99567,0,0.0843,38,0,1.4042,5198.53,11,0,2,0,2.0
99568,0,0.2599,62,1,3.0,6768.1,10,0,1,0,1.0
99569,1,0.1235,19,2,2.3815,1543.48,5,0,0,0,0.0
99570,0,0.4489,69,0,0.4848,2072.64,6,0,2,0,1.0
99571,0,0.4511,49,1,0.3774,4163.34,6,0,2,1,2.0
99572,0,0.4389,25,1,0.1316,,6,0,0,0,1.0
99573,0,0.6265,53,0,1.4151,9973.05,5,0,3,0,0.0
99574,0,0.3777,43,0,0.443,1621.58,10,0,0,0,1.0
99575,0,0.1775,54,2,0.126,4806.48,7,1,0,1,1.0
99576,0,0.0914,32,2,0.3089,3980.1,12,0,1,0,5.0
99577,0,0.4646,51,0,0.0985,5098.98,7,0,0,0,1.0
99578,0,0.1919,38,1,0.0522,1022.32,7,0,2,0,0.0
99579,0,0.3457,40,1,3.0,3696.19,8,0,1,0,3.0
99580,0,0.3731,26,0,0.4505,786.67,11,0,0,0,1.0
99581,0,0.0691,57,1,0.6452,,8,0,1,0,0.0
99582,0,0.2017,79,0,0.0723,3543.69,4,0,0,0,2.0
99583,0,0.2356,43,0,0.0506,,8,0,1,0,0.0
99584,1,0.3382,60,0,0.1568,2471.74,8,0,2,0,0.0
99585,0,0.4063,39,0,0.3144,8359.92,11,0,0,0,0.0
99586,0,0.4335,30,1,3.0,1230.27,8,1,0,0,0.0
99587,0,0.0518,42,0,0.7721,3049.13,9,0,1,0,0.0
99588,0,0.7235,24,0,0.4481,8212.45,7,0,1,1,0.0
99589,0,0.1853,68,0,0.1223,2436.92,5,0,1,0,1.0
99590,0,0.2603,44,2,0.2075,12999.36,10,1,1,0,2.0
99591,0,0.2284,32,0,0.2447,9055.35,9,0,0,0,1.0
99592,0,0.4233,29,1,0.0768,6733.13,8,0,1,1,0.0
99593,0,0.4535,62,0,0.9775,3156.27,7,0,3,0,1.0
99594,0,0.3041,50,0,0.1088,10778.65,8,0,1,1,1.0
99595,0,0.1494,38,0,0.4286,,10,0,1,0,3.0
99596,0,0.3574,42,1,0.1335,1561.31,4,0,2,0,0.0
99597,0,0.247,57,0,0.3364,5668.03,8,1,0,0,0.0
99598,0,0.4692,64,0,0.3439,3052.27,6,0,1,0,0.0
99599,1,0.0881,39,0,1.1204,3683.82,9,0,1,0,1.0
99600,0,0.4094,78,0,0.2525,2057.42,10,0,3,0,1.0
99601,0,0.2151,31,0,0.4208,,9,0,1,0,0.0
99602,0,0.2627,25,0,0.1812,11697.21,6,0,1,0,0.0
99603,0,0.1947,41,0,1.9816,2136.97,5,0,1,0,1.0
99604,0,0.053,20,0,1.9229,,6,0,0,0,0.0
99605,0,0.2497,29,0,1.6188,4028.98,14,0,2,0,2.0
99606,0,0.2903,64,0,0.8018,3858.53,9,0,1,1,1.0
99607,0,0.5792,39,0,0.9933,1925.85,7,0,3,0,0.0
99608,0,0.1268,33,1,0.4732,5447.17,6,0,2,0,1.0
99609,0,0.2448,24,0,0.0867,4724.89,5,0,0,0,1.0
99610,0,0.4152,35,0,0.0398,4640.44,7,0,2,0,0.0
99611,0,0.5646,62,1,0.128,8827.4,7,0,0,0,1.0
99612,0,0.099,76,1,0.4237,4656.31,8,0,2,0,0.0
99613,0,0.0876,40,0,0.1686,2779.65,2,0,1,0,1.0
99614,0,0.1768,43,1,0.1499,2854.01,7,0,0,0,0.0
99615,0,0.3659,55,0,0.8567,,13,0,0,0,0.0
99616,0,0.3124,19,1,3.0,1754.29,9,0,0,0,1.0
99617,1,0.0927,19,0,0.4783,7482.47,10,0,1,0,1.0
99618,1,0.2046,39,0,0.058,7021.4,5,1,0,0,3.0
99619,0,0.2899,68,0,0.0445,4167.22,12,0,1,0,0.0
99620,0,0.3931,55,0,0.0279,3286.24,10,0,1,0,0.0
99621,1,0.3197,74,0,0.2156,1394.45,5,1,2,1,0.0
99622,0,0.1738,59,0,0.1381,,9,0,0,2,0.0
99623,0,0.5618,45,0,0.1132,,12,0,2,0,1.0
99624,0,0.188,34,0,1.0217,3938.4,7,0,2,1,0.0
99625,0,0.197,68,0,1.0301,1484.49,5,0,0,0,1.0
99626,0,0.3472,65,0,0.7857,2807.29,6,0,1,0,1.0
99627,0,0.2818,35,1,1.1085,,8,0,1,0,1.0
99628,0,0.5379,76,0,0.9506,3966.54,7,0,2,0,0.0
99629,0,0.2562,68,3,0.5213,3239.14,10,0,0,1,0.0
99630,0,0.2,19,0,0.3579,,7,1,2,0,3.0
99631,0,0.0846,52,0,0.1219,11180.79,7,0,3,0,2.0
99632,0,0.1037,32,0,0.2285,9517.46,5,0,0,1,1.0
99633,0,0.2981,32,0,0.1935,3063.79,9,0,1,0,4.0
99634,1,0.2732,61,0,1.7001,961.85,10,0,0,0,1.0
99635,0,0.0501,69,1,0.7241,5883.5,9,1,1,0,1.0
99636,0,0.4358,62,0,0.2443,5403.15,8,0,0,1,2.0
99637,1,0.7004,72,1,0.3391,,9,0,0,0,1.0
99638,1,0.7589,51,0,0.2639,793.93,9,0,2,0,3.0
99639,0,0.1084,67,1,1.6387,2090.17,3,0,0,0,1.0
99640,0,0.1736,32,0,0.1542,2082.82,9,0,0,0,
99641,0,0.2174,35,1,1.3054,5817.21,8,0,0,0,0.0
99642,0,0.0994,30,0,0.3117,4641.08,9,0,0,0,0.0
99643,0,0.3779,55,0,0.1194,6532.78,10,1,2,1,1.0
99644,1,0.6347,25,0,2.8274,,8,0,3,1,0.0
99645,0,0.086,33,0,0.3975,3117.92,13,0,1,0,0.0
99646,0,0.1333,37,0,1.1847,2781.4,8,0,1,0,1.0
99647,0,0.4139,77,0,0.2905,4421.28,7,0,0,0,0.0
99648,0,0.1555,43,1,0.0423,2968.02,5,1,2,0,0.0
99649,1,0.2194,52,0,0.614,7399.46,6,0,2,0,0.0
99650,0,0.2997,74,1,0.3367,7245.07,9,0,2,0,0.0
99651,0,0.3237,34,0,0.112,1511.2,9,0,0,0,1.0
99652,0,0.5297,43,2,1.7553,4351.08,8,0,1,0,2.0
99653,0,0.3962,35,0,0.4994,2853.05,11,0,2,0,0.0
99654,0,0.5035,61,0,0.2195,1713.96,11,0,1,0,1.0
99655,0,0.4951,24,1,0.1968,1670.84,7,0,1,0,1.0
99656,0,0.6386,61,1,0.0777,2294.34,12,1,4,0,2.0
99657,0,0.1282,52,1,0.9762,7508.17,6,0,3,0,1.0
99658,0,0.4845,29,1,0.2117,,9,0,3,0,2.0
99659,0,0.3135,74,0,0.0348,11709.36,6,0,0,0,0.0
99660,0,0.4427,64,0,0.4614,5604.64,4,0,0,0,0.0
99661,0,0.0842,66,0,0.2677,3806.17,8,0,1,1,1.0
99662,0,0.2737,61,0,0.5797,2347.24,9,0,1,0,1.0
99663,0,0.193,58,1,1.411,1477.48,6,0,3,0,2.0
99664,0,0.2135,71,2,0.4774,7218.86,10,0,3,0,0.0
99665,0,0.2235,18,1,0.5816,2490.17,10,0,1,0,0.0
99666,0,0.3154,42,1,0.2589,1600.73,10,0,0,1,1.0
99667,0,0.58,33,0,2.2116,1654.97,12,0,3,0,1.0
99668,0,0.4138,74,0,3.0,2680.83,7,0,1,0,2.0
99669,0,0.1443,78,0,0.0678,1967.79,6,0,3,0,1.0
99670,0,0.3253,75,0,0.1912,1415.61,6,0,0,0,0.0
99671,0,0.401,32,2,0.4431,1783.11,13,0,2,0,
99672,0,0.301,28,1,0.3292,3065.41,11,0,2,0,2.0
99673,0,0.2201,54,1,0.6408,1293.56,8,0,0,1,1.0
99674,1,0.4689,56,0,1.7761,,9,0,1,0,1.0
99675,0,0.2721,20,0,2.0629,1647.96,12,0,2,0,1.0
99676,0,0.3696,62,0,0.5965,2763.18,10,0,0,0,0.0
99677,0,0.0906,73,0,0.3363,,2,0,1,0,1.0
99678,1,0.1121,62,0,1.0064,1692.23,9,0,0,0,0.0
99679,0,0.2547,68,0,0.6694,5241.68,10,0,0,0,1.0
99680,0,0.4166,59,0,0.4985,1413.24,10,0,1,0,0.0
99681,1,0.2311,56,0,2.2144,2953.67,15,0,0,0,0.0
99682,0,0.2347,37,0,0.0958,,8,0,1,0,0.0
99683,0,0.183,70,3,0.1179,5933.02,2,0,2,1,2.0
99684,1,0.3175,40,0,0.3834,530.29,9,0,1,0,0.0
99685,0,0.2232,32,0,0.5191,1686.85,6,0,1,0,2.0
99686,0,0.0153,35,0,0.3576,,9,0,1,0,0.0
99687,0,0.2785,69,1,0.0878,3643.19,7,0,0,1,0.0
99688,1,0.225,56,0,1.9885,825.37,6,0,3,1,0.0
99689,0,0.2541,52,0,0.8926,12388.74,5,0,1,0,1.0
99690,0,0.4946,46,0,1.4171,2185.06,5,0,0,0,0.0
99691,0,0.0825,37,0,0.0853,6028.81,6,0,1,0,0.0
99692,0,0.6595,59,1,0.2025,,6,0,3,0,0.0
99693,0,0.2853,32,0,0.3739,1457.75,2,0,3,0,0.0
99694,0,0.126,49,0,0.475,1051.54,4,0,1,0,
99695,0,0.0214,29,1,0.3007,1993.61,4,0,1,0,0.0
99696,0,0.2981,65,2,1.967,14340.42,11,0,1,0,0.0
99697,0,0.139,73,0,0.3519,998.21,7,0,1,0,0.0
99698,0,0.2697,68,0,0.3039,1861.15,9,0,0,0,1.0
99699,0,0.3777,29,1,0.1495,1601.76,12,0,2,1,2.0
99700,0,0.1932,42,0,0.3361,,10,0,1,0,1.0
99701,0,0.3157,70,2,0.2226,,10,0,2,0,0.0
99702,0,0.0561,51,0,0.0646,9500.51,7,0,0,0,1.0
99703,0,0.2345,79,1,0.1173,8072.38,7,0,0,0,0.0
99704,0,0.0528,25,0,0.0608,16174.75,15,0,0,0,0.0
99705,0,0.2497,75,1,0.0956,9530.59,4,0,1,0,1.0
99706,0,0.0617,41,1,0.7297,1372.96,8,0,2,0,1.0
99707,1,0.305,62,0,2.4147,9621.95,14,0,1,0,2.0
99708,0,0.1957,78,0,1.1037,1993.39,7,0,0,0,2.0
99709,0,0.2622,18,1,0.6276,3228.29,13,0,0,1,2.0
99710,1,0.4742,42,0,1.015,4954.03,11,0,2,0,4.0
99711,0,0.6572,51,0,1.2569,,9,1,0,0,2.0
99712,0,0.2967,31,1,0.1612,3657.82,8,0,0,0,1.0
99713,0,0.6876,53,0,1.5899,,7,0,1,0,2.0
99714,0,0.2851,23,0,0.56,,6,0,3,0,1.0
99715,1,0.1451,62,2,0.7689,3188.84,6,1,0,0,0.0
99716,0,0.2727,26,0,0.2072,1628.61,13,0,0,0,0.0
99717,0,0.3635,65,1,0.2471,2447.45,5,0,2,1,1.0
99718,0,0.2323,18,0,0.3362,1433.65,5,0,0,0,1.0
99719,0,0.2093,26,0,1.4426,2668.98,13,2,1,0,0.0
99720,1,0.4397,41,0,0.5422,,7,0,0,0,1.0
99721,0,0.2108,77,0,0.4295,,5,0,0,0,0.0
99722,0,0.3542,56,1,0.1607,4177.66,8,0,0,0,1.0
99723,0,0.1339,35,1,0.1054,2095.35,11,0,4,0,0.0
99724,0,0.1937,79,0,1.539,2930.57,6,0,2,0,0.0
99725,0,0.3265,65,0,0.7478,4256.58,8,0,1,0,3.0
99726,0,0.1684,56,0,0.7984,,3,0,0,0,2.0
99727,0,0.0988,35,0,0.1948,1576.85,10,0,3,0,2.0
99728,0,0.5005,58,0,0.0799,,11,0,3,0,0.0
99729,0,0.2049,45,0,0.161,3147.82,9,0,1,0,0.0
